trade_id,entry_time,exit_time,direction,entry_price,exit_price,initial_sl,final_sl_at_exit,tp1,tp2,tp1_hit_status,position_size,pnl_pips,pnl_currency,fvg_type_entry,fvg_timestamp_entry,exit_reason,session,entry_candle_idx,exit_candle_idx,duration_candles
36,2024-05-08 01:40:00,2024-05-08 01:45:00,SHORT,2314.73,2314.81,2314.81,2314.81,2314.57,2314.48,False,13.36,-8.0,-106.88,bearish,2024-05-08 01:35:00,sl_hit,ny_overlap,1388,1389,1
37,2024-05-08 01:45:00,2024-05-08 01:50:00,SHORT,2314.52,2314.6,2314.6,2314.6,2314.36,2314.27,False,13.1,-8.0,-104.8,bearish,2024-05-08 01:40:00,sl_hit,ny_overlap,1389,1390,1
38,2024-05-08 02:30:00,2024-05-08 02:35:00,LONG,2315.43,2315.68,2315.35,2315.43,2315.59,2315.68,True,12.83,25.0,320.75,bullish,2024-05-08 02:25:00,tp2_hit,ny_overlap,1398,1399,1
39,2024-05-08 02:35:00,2024-05-08 02:40:00,LONG,2315.64,2315.89,2315.56,2315.64,2315.8,2315.89,True,13.64,25.0,341.0,bullish,2024-05-08 02:30:00,tp2_hit,ny_overlap,1399,1400,1
40,2024-05-08 02:50:00,2024-05-08 02:55:00,SHORT,2315.17,2315.25,2315.25,2315.25,2315.01,2314.92,False,14.49,-8.0,-115.92,bearish,2024-05-08 02:45:00,sl_hit,ny_overlap,1402,1403,1
41,2024-05-08 21:05:00,2024-05-08 21:10:00,SHORT,2313.35,2313.1,2313.43,2313.35,2313.19,2313.1,True,14.200000000000001,25.0,355.0,bearish,2024-05-08 21:00:00,tp2_hit,london_primary,1621,1622,1
42,2024-05-08 21:25:00,2024-05-08 21:30:00,SHORT,2312.04,2312.12,2312.12,2312.12,2311.88,2311.79,False,15.09,-8.0,-120.72,bearish,2024-05-08 21:20:00,sl_hit,london_primary,1625,1626,1
43,2024-05-08 21:35:00,2024-05-08 21:40:00,LONG,2312.92,2312.84,2312.84,2312.84,2313.08,2313.17,False,14.790000000000001,-8.0,-118.32,bullish,2024-05-08 21:30:00,sl_hit,london_primary,1627,1628,1
44,2024-05-08 22:10:00,2024-05-08 22:15:00,SHORT,2310.63,2310.71,2310.71,2310.71,2310.47,2310.38,False,14.49,-8.0,-115.92,bearish,2024-05-08 22:05:00,sl_hit,london_primary,1634,1635,1
45,2024-05-08 22:15:00,2024-05-08 22:20:00,SHORT,2311.14,2311.22,2311.22,2311.22,2310.98,2310.89,False,14.200000000000001,-8.0,-113.6,bearish,2024-05-08 22:10:00,sl_hit,london_primary,1635,1636,1
46,2024-05-08 22:30:00,2024-05-08 22:35:00,SHORT,2310.34,2310.09,2310.42,2310.34,2310.18,2310.09,True,13.92,25.0,348.0,bearish,2024-05-08 22:25:00,tp2_hit,london_primary,1638,1639,1
47,2024-05-08 22:40:00,2024-05-08 22:45:00,SHORT,2308.98,2309.06,2309.06,2309.06,2308.82,2308.73,False,14.790000000000001,-8.0,-118.32,bearish,2024-05-08 22:35:00,sl_hit,london_primary,1640,1641,1
48,2024-05-09 01:05:00,2024-05-09 01:10:00,LONG,2310.16,2310.08,2310.08,2310.08,2310.32,2310.41,False,14.49,-8.0,-115.92,bullish,2024-05-09 01:00:00,sl_hit,ny_overlap,1657,1658,1
49,2024-05-09 01:35:00,2024-05-09 01:40:00,SHORT,2309.34,2309.42,2309.42,2309.42,2309.18,2309.09,False,14.200000000000001,-8.0,-113.6,bearish,2024-05-09 01:30:00,sl_hit,ny_overlap,1663,1664,1
50,2024-05-09 02:30:00,2024-05-09 02:35:00,LONG,2309.34,2309.26,2309.26,2309.26,2309.5,2309.59,False,13.92,-8.0,-111.36,bullish,2024-05-09 02:25:00,sl_hit,ny_overlap,1674,1675,1
51,2024-05-09 21:00:00,2024-05-09 21:05:00,LONG,2335.25,2335.17,2335.17,2335.17,2335.41,2335.5,False,13.64,-8.0,-109.12,bullish,2024-05-09 20:55:00,sl_hit,london_primary,1896,1897,1
52,2024-05-09 21:35:00,2024-05-09 21:40:00,LONG,2336.13,2336.05,2336.05,2336.05,2336.29,2336.38,False,13.36,-8.0,-106.88,bullish,2024-05-09 21:30:00,sl_hit,london_primary,1903,1904,1
53,2024-05-09 21:40:00,2024-05-09 21:45:00,LONG,2336.36,2336.61,2336.28,2336.36,2336.52,2336.61,True,13.1,25.0,327.5,bullish,2024-05-09 21:35:00,tp2_hit,london_primary,1904,1905,1
54,2024-05-09 21:45:00,2024-05-09 21:50:00,LONG,2336.6,2336.52,2336.52,2336.52,2336.76,2336.85,False,13.92,-8.0,-111.36,bullish,2024-05-09 21:40:00,sl_hit,london_primary,1905,1906,1
55,2024-05-09 22:00:00,2024-05-09 22:05:00,LONG,2337.46,2337.38,2337.38,2337.38,2337.62,2337.71,False,13.64,-8.0,-109.12,bullish,2024-05-09 21:55:00,sl_hit,london_primary,1908,1909,1
56,2024-05-09 22:10:00,2024-05-09 22:15:00,SHORT,2336.29,2336.37,2336.37,2336.37,2336.13,2336.04,False,13.370000000000001,-8.0,-106.96,bearish,2024-05-09 22:05:00,sl_hit,london_primary,1910,1911,1
57,2024-05-09 22:30:00,2024-05-09 22:35:00,LONG,2337.97,2337.89,2337.89,2337.89,2338.13,2338.22,False,13.1,-8.0,-104.8,bullish,2024-05-09 22:25:00,sl_hit,london_primary,1914,1915,1
58,2024-05-09 22:40:00,2024-05-09 22:45:00,LONG,2340.85,2340.77,2340.77,2340.77,2341.01,2341.1,False,12.84,-8.0,-102.72,bullish,2024-05-09 22:35:00,sl_hit,london_primary,1916,1917,1
59,2024-05-10 01:00:00,2024-05-10 01:05:00,LONG,2346.04,2345.96,2345.96,2345.96,2346.2,2346.29,False,12.58,-8.0,-100.64,bullish,2024-05-09 23:55:00,sl_hit,ny_overlap,1932,1933,1
60,2024-05-10 01:50:00,2024-05-10 01:55:00,LONG,2346.42,2346.34,2346.34,2346.34,2346.58,2346.67,False,12.33,-8.0,-98.64,bullish,2024-05-10 01:45:00,sl_hit,ny_overlap,1942,1943,1
61,2024-05-10 02:05:00,2024-05-10 02:10:00,LONG,2347.22,2347.14,2347.14,2347.14,2347.38,2347.47,False,12.08,-8.0,-96.64,bullish,2024-05-10 02:00:00,sl_hit,ny_overlap,1945,1946,1
62,2024-05-10 02:15:00,2024-05-10 02:20:00,LONG,2348.17,2348.09,2348.09,2348.09,2348.33,2348.42,False,11.84,-8.0,-94.72,bullish,2024-05-10 02:10:00,sl_hit,ny_overlap,1947,1948,1
63,2024-05-10 02:20:00,2024-05-10 02:25:00,LONG,2347.96,2347.88,2347.88,2347.88,2348.12,2348.21,False,11.6,-8.0,-92.8,bullish,2024-05-10 02:15:00,sl_hit,ny_overlap,1948,1949,1
64,2024-05-10 02:30:00,2024-05-10 02:35:00,SHORT,2347.13,2347.21,2347.21,2347.21,2346.97,2346.88,False,11.370000000000001,-8.0,-90.96,bearish,2024-05-10 02:25:00,sl_hit,ny_overlap,1950,1951,1
65,2024-05-10 02:35:00,2024-05-10 02:40:00,SHORT,2347.32,2347.4,2347.4,2347.4,2347.16,2347.07,False,11.14,-8.0,-89.12,bearish,2024-05-10 02:30:00,sl_hit,ny_overlap,1951,1952,1
66,2024-05-10 02:45:00,2024-05-10 02:50:00,SHORT,2346.42,2346.5,2346.5,2346.5,2346.26,2346.17,False,10.92,-8.0,-87.36,bearish,2024-05-10 02:40:00,sl_hit,ny_overlap,1953,1954,1
67,2024-05-10 21:50:00,2024-05-10 21:55:00,SHORT,2367.44,2367.52,2367.52,2367.52,2367.28,2367.19,False,10.700000000000001,-8.0,-85.6,bearish,2024-05-10 21:45:00,sl_hit,london_primary,2182,2183,1
68,2024-05-10 22:05:00,2024-05-10 22:10:00,SHORT,2366.76,2366.84,2366.84,2366.84,2366.6,2366.51,False,10.49,-8.0,-83.92,bearish,2024-05-10 22:00:00,sl_hit,london_primary,2185,2186,1
69,2024-05-10 22:30:00,2024-05-10 22:35:00,SHORT,2363.69,2363.77,2363.77,2363.77,2363.53,2363.44,False,10.28,-8.0,-82.24,bearish,2024-05-10 22:25:00,sl_hit,london_primary,2190,2191,1
70,2024-05-10 22:40:00,2024-05-10 22:45:00,SHORT,2362.84,2362.92,2362.92,2362.92,2362.68,2362.59,False,10.07,-8.0,-80.56,bearish,2024-05-10 22:35:00,sl_hit,london_primary,2192,2193,1
71,2024-05-13 02:25:00,2024-05-13 02:30:00,SHORT,2361.07,2361.15,2361.15,2361.15,2360.91,2360.82,False,9.870000000000001,-8.0,-78.96,bearish,2024-05-13 02:20:00,sl_hit,ny_overlap,2225,2226,1
72,2024-05-13 21:15:00,2024-05-13 21:20:00,LONG,2337.06,2336.98,2336.98,2336.98,2337.22,2337.31,False,9.67,-8.0,-77.36,bullish,2024-05-13 21:10:00,sl_hit,london_primary,2451,2452,1
73,2024-05-13 22:20:00,2024-05-13 22:25:00,LONG,2337.67,2337.59,2337.59,2337.59,2337.83,2337.92,False,9.48,-8.0,-75.84,bullish,2024-05-13 22:15:00,sl_hit,london_primary,2464,2465,1
74,2024-05-13 22:50:00,2024-05-13 22:55:00,LONG,2337.85,2337.77,2337.77,2337.77,2338.01,2338.1,False,9.290000000000001,-8.0,-74.32,bullish,2024-05-13 22:40:00,sl_hit,london_primary,2470,2471,1
75,2024-05-14 01:05:00,2024-05-14 01:10:00,LONG,2337.48,2337.4,2337.4,2337.4,2337.64,2337.73,False,9.1,-8.0,-72.8,bullish,2024-05-14 01:00:00,sl_hit,ny_overlap,2485,2486,1
76,2024-05-14 01:20:00,2024-05-14 01:25:00,LONG,2338.18,2338.1,2338.1,2338.1,2338.34,2338.43,False,8.92,-8.0,-71.36,bullish,2024-05-14 01:15:00,sl_hit,ny_overlap,2488,2489,1
77,2024-05-14 01:45:00,2024-05-14 01:50:00,LONG,2338.12,2338.04,2338.04,2338.04,2338.28,2338.37,False,8.74,-8.0,-69.92,bullish,2024-05-14 01:40:00,sl_hit,ny_overlap,2493,2494,1
78,2024-05-14 01:55:00,2024-05-14 02:00:00,SHORT,2337.52,2337.6,2337.6,2337.6,2337.36,2337.27,False,8.57,-8.0,-68.56,bearish,2024-05-14 01:50:00,sl_hit,ny_overlap,2495,2496,1
79,2024-05-14 02:50:00,2024-05-14 02:55:00,LONG,2338.56,2338.48,2338.48,2338.48,2338.72,2338.81,False,8.4,-8.0,-67.2,bullish,2024-05-14 02:45:00,sl_hit,ny_overlap,2506,2507,1
80,2024-05-14 21:50:00,2024-05-14 21:55:00,SHORT,2357.85,2357.93,2357.93,2357.93,2357.69,2357.6,False,8.23,-8.0,-65.84,bearish,2024-05-14 21:45:00,sl_hit,london_primary,2734,2735,1
81,2024-05-14 22:20:00,2024-05-14 22:25:00,SHORT,2355.66,2355.74,2355.74,2355.74,2355.5,2355.41,False,8.07,-8.0,-64.56,bearish,2024-05-14 22:15:00,sl_hit,london_primary,2740,2741,1
82,2024-05-14 22:35:00,2024-05-14 22:40:00,LONG,2357.2,2357.12,2357.12,2357.12,2357.36,2357.45,False,7.9,-8.0,-63.2,bullish,2024-05-14 22:30:00,sl_hit,london_primary,2743,2744,1
83,2024-05-14 22:45:00,2024-05-14 22:50:00,SHORT,2356.31,2356.39,2356.39,2356.39,2356.15,2356.06,False,7.75,-8.0,-62.0,bearish,2024-05-14 22:40:00,sl_hit,london_primary,2745,2746,1
84,2024-05-15 01:05:00,2024-05-15 01:10:00,SHORT,2357.26,2357.01,2357.34,2357.04,2357.1,2357.01,True,7.59,25.0,189.75,bearish,2024-05-15 01:00:00,tp2_hit,ny_overlap,2761,2762,1
85,2024-05-15 01:30:00,2024-05-15 01:35:00,SHORT,2356.36,2356.44,2356.44,2356.44,2356.2,2356.11,False,8.07,-8.0,-64.56,bearish,2024-05-15 01:25:00,sl_hit,ny_overlap,2766,2767,1
86,2024-05-15 01:50:00,2024-05-15 01:55:00,LONG,2357.1,2357.35,2357.02,2357.1,2357.26,2357.35,True,7.9,25.0,197.5,bullish,2024-05-15 01:45:00,tp2_hit,ny_overlap,2770,2771,1
87,2024-05-15 01:55:00,2024-05-15 02:00:00,LONG,2357.46,2357.38,2357.38,2357.38,2357.62,2357.71,False,8.4,-8.0,-67.2,bullish,2024-05-15 01:50:00,sl_hit,ny_overlap,2771,2772,1
88,2024-05-15 02:25:00,2024-05-15 02:30:00,LONG,2357.4,2357.32,2357.32,2357.32,2357.56,2357.65,False,8.23,-8.0,-65.84,bullish,2024-05-15 02:20:00,sl_hit,ny_overlap,2777,2778,1
89,2024-05-15 02:35:00,2024-05-15 02:40:00,SHORT,2356.09,2356.17,2356.17,2356.17,2355.93,2355.84,False,8.07,-8.0,-64.56,bearish,2024-05-15 02:30:00,sl_hit,ny_overlap,2779,2780,1
90,2024-05-15 02:40:00,2024-05-15 02:45:00,SHORT,2356.32,2356.4,2356.4,2356.4,2356.16,2356.07,False,7.9,-8.0,-63.2,bearish,2024-05-15 02:35:00,sl_hit,ny_overlap,2780,2781,1
91,2024-05-15 21:05:00,2024-05-15 21:10:00,SHORT,2386.67,2386.75,2386.75,2386.75,2386.51,2386.42,False,7.75,-8.0,-62.0,bearish,2024-05-15 21:00:00,sl_hit,london_primary,3001,3002,1
92,2024-05-15 21:35:00,2024-05-15 21:40:00,SHORT,2385.28,2385.36,2385.36,2385.36,2385.12,2385.03,False,7.59,-8.0,-60.72,bearish,2024-05-15 21:30:00,sl_hit,london_primary,3007,3008,1
93,2024-05-15 21:40:00,2024-05-15 21:45:00,SHORT,2385.27,2385.35,2385.35,2385.35,2385.11,2385.02,False,7.44,-8.0,-59.52,bearish,2024-05-15 21:35:00,sl_hit,london_primary,3008,3009,1
94,2024-05-15 22:15:00,2024-05-15 22:20:00,LONG,2386.86,2386.78,2386.78,2386.78,2387.02,2387.11,False,7.29,-8.0,-58.32,bullish,2024-05-15 22:10:00,sl_hit,london_primary,3015,3016,1
95,2024-05-15 22:35:00,2024-05-15 22:40:00,SHORT,2385.67,2385.75,2385.75,2385.75,2385.51,2385.42,False,7.140000000000001,-8.0,-57.12,bearish,2024-05-15 22:30:00,sl_hit,london_primary,3019,3020,1
96,2024-05-15 22:45:00,2024-05-15 22:50:00,LONG,2387.25,2387.17,2387.17,2387.17,2387.41,2387.5,False,7.0,-8.0,-56.0,bullish,2024-05-15 22:40:00,sl_hit,london_primary,3021,3022,1
97,2024-05-16 01:55:00,2024-05-16 02:00:00,LONG,2388.99,2388.91,2388.91,2388.91,2389.15,2389.24,False,6.86,-8.0,-54.88,bullish,2024-05-16 01:50:00,sl_hit,ny_overlap,3047,3048,1
98,2024-05-16 02:00:00,2024-05-16 02:05:00,LONG,2388.94,2388.86,2388.86,2388.86,2389.1,2389.19,False,6.72,-8.0,-53.76,bullish,2024-05-16 01:55:00,sl_hit,ny_overlap,3048,3049,1
99,2024-05-16 02:10:00,2024-05-16 02:15:00,LONG,2389.54,2389.46,2389.46,2389.46,2389.7,2389.79,False,6.59,-8.0,-52.72,bullish,2024-05-16 02:05:00,sl_hit,ny_overlap,3050,3051,1
100,2024-05-16 21:00:00,2024-05-16 21:05:00,LONG,2381.64,2381.56,2381.56,2381.56,2381.8,2381.89,False,6.46,-8.0,-51.68,bullish,2024-05-16 20:55:00,sl_hit,london_primary,3276,3277,1
101,2024-05-16 21:15:00,2024-05-16 21:20:00,SHORT,2379.41,2379.49,2379.49,2379.49,2379.25,2379.16,False,6.33,-8.0,-50.64,bearish,2024-05-16 21:10:00,sl_hit,london_primary,3279,3280,1
102,2024-05-16 21:20:00,2024-05-16 21:25:00,SHORT,2379.65,2379.73,2379.73,2379.73,2379.49,2379.4,False,6.2,-8.0,-49.6,bearish,2024-05-16 21:15:00,sl_hit,london_primary,3280,3281,1
103,2024-05-16 21:50:00,2024-05-16 21:55:00,LONG,2380.17,2380.09,2380.09,2380.09,2380.33,2380.42,False,6.08,-8.0,-48.64,bullish,2024-05-16 21:45:00,sl_hit,london_primary,3286,3287,1
104,2024-05-16 21:55:00,2024-05-16 22:00:00,LONG,2379.77,2379.69,2379.69,2379.69,2379.93,2380.02,False,5.96,-8.0,-47.68,bullish,2024-05-16 21:50:00,sl_hit,london_primary,3287,3288,1
105,2024-05-16 22:10:00,2024-05-16 22:15:00,LONG,2381.63,2381.55,2381.55,2381.55,2381.79,2381.88,False,5.84,-8.0,-46.72,bullish,2024-05-16 22:05:00,sl_hit,london_primary,3290,3291,1
106,2024-05-16 22:20:00,2024-05-16 22:25:00,SHORT,2380.21,2379.96,2380.29,2380.21,2380.05,2379.96,True,5.72,25.0,143.0,bearish,2024-05-16 22:15:00,tp2_hit,london_primary,3292,3293,1
107,2024-05-16 22:30:00,2024-05-16 22:35:00,SHORT,2379.38,2379.46,2379.46,2379.46,2379.22,2379.13,False,6.08,-8.0,-48.64,bearish,2024-05-16 22:25:00,sl_hit,london_primary,3294,3295,1
108,2024-05-16 23:00:00,2024-05-16 23:05:00,SHORT,2378.13,2378.21,2378.21,2378.21,2377.97,2377.88,False,5.96,-8.0,-47.68,bearish,2024-05-16 22:55:00,sl_hit,london_primary,3300,3301,1
109,2024-05-17 01:05:00,2024-05-17 01:10:00,LONG,2377.73,2377.98,2377.65,2378.47,2377.89,2377.98,True,5.84,25.0,146.0,bullish,2024-05-17 01:00:00,tp2_hit,ny_overlap,3313,3314,1
110,2024-05-17 01:50:00,2024-05-17 01:55:00,LONG,2378.99,2378.91,2378.91,2378.91,2379.15,2379.24,False,6.2,-8.0,-49.6,bullish,2024-05-17 01:45:00,sl_hit,ny_overlap,3322,3323,1
111,2024-05-17 02:25:00,2024-05-17 02:30:00,SHORT,2378.64,2378.72,2378.72,2378.72,2378.48,2378.39,False,6.08,-8.0,-48.64,bearish,2024-05-17 02:20:00,sl_hit,ny_overlap,3329,3330,1
112,2024-05-17 02:50:00,2024-05-17 02:55:00,SHORT,2378.61,2378.36,2378.69,2378.61,2378.45,2378.36,True,5.96,25.0,149.0,bearish,2024-05-17 02:45:00,tp2_hit,ny_overlap,3334,3335,1
113,2024-05-17 21:40:00,2024-05-17 21:45:00,LONG,2418.75,2418.67,2418.67,2418.67,2418.91,2419.0,False,6.33,-8.0,-50.64,bullish,2024-05-17 21:30:00,sl_hit,london_primary,3560,3561,1
114,2024-05-17 21:45:00,2024-05-17 21:50:00,LONG,2418.66,2418.58,2418.58,2418.58,2418.82,2418.91,False,6.2,-8.0,-49.6,bullish,2024-05-17 21:40:00,sl_hit,london_primary,3561,3562,1
115,2024-05-17 22:05:00,2024-05-17 22:10:00,SHORT,2415.61,2415.69,2415.69,2415.69,2415.45,2415.36,False,6.08,-8.0,-48.64,bearish,2024-05-17 22:00:00,sl_hit,london_primary,3565,3566,1
116,2024-05-20 01:00:00,2024-05-20 01:05:00,LONG,2425.33,2425.25,2425.25,2425.25,2425.49,2425.58,False,5.96,-8.0,-47.68,bullish,2024-05-17 23:55:00,sl_hit,ny_overlap,3588,3589,1
117,2024-05-20 01:05:00,2024-05-20 01:10:00,LONG,2418.66,2418.58,2418.58,2418.58,2418.82,2418.91,False,5.84,-8.0,-46.72,bullish,2024-05-20 01:00:00,sl_hit,ny_overlap,3589,3590,1
118,2024-05-20 01:20:00,2024-05-20 01:25:00,LONG,2421.21,2421.13,2421.13,2421.13,2421.37,2421.46,False,5.72,-8.0,-45.76,bullish,2024-05-20 01:15:00,sl_hit,ny_overlap,3592,3593,1
119,2024-05-20 01:35:00,2024-05-20 01:40:00,SHORT,2417.23,2417.31,2417.31,2417.31,2417.07,2416.98,False,5.61,-8.0,-44.88,bearish,2024-05-20 01:30:00,sl_hit,ny_overlap,3595,3596,1
120,2024-05-20 21:05:00,2024-05-20 21:10:00,SHORT,2432.33,2432.41,2432.41,2432.41,2432.17,2432.08,False,5.49,-8.0,-43.92,bearish,2024-05-20 21:00:00,sl_hit,london_primary,3829,3830,1
121,2024-05-20 21:45:00,2024-05-20 21:50:00,SHORT,2434.25,2434.33,2434.33,2434.33,2434.09,2434.0,False,5.38,-8.0,-43.04,bearish,2024-05-20 21:40:00,sl_hit,london_primary,3837,3838,1
122,2024-05-20 22:20:00,2024-05-20 22:25:00,SHORT,2430.67,2430.42,2430.75,2430.67,2430.51,2430.42,True,5.28,25.0,132.0,bearish,2024-05-20 22:15:00,tp2_hit,london_primary,3844,3845,1
123,2024-05-20 22:25:00,2024-05-20 22:30:00,SHORT,2429.38,2429.46,2429.46,2429.46,2429.22,2429.13,False,5.61,-8.0,-44.88,bearish,2024-05-20 22:20:00,sl_hit,london_primary,3845,3846,1
124,2024-05-20 22:35:00,2024-05-20 22:40:00,LONG,2431.75,2431.67,2431.67,2431.67,2431.91,2432.0,False,5.5,-8.0,-44.0,bullish,2024-05-20 22:30:00,sl_hit,london_primary,3847,3848,1
125,2024-05-20 22:45:00,2024-05-20 22:50:00,SHORT,2428.48,2428.56,2428.56,2428.56,2428.32,2428.23,False,5.39,-8.0,-43.12,bearish,2024-05-20 22:40:00,sl_hit,london_primary,3849,3850,1
126,2024-05-20 22:55:00,2024-05-20 23:00:00,SHORT,2426.79,2426.87,2426.87,2426.87,2426.63,2426.54,False,5.28,-8.0,-42.24,bearish,2024-05-20 22:50:00,sl_hit,london_primary,3851,3852,1
127,2024-05-21 01:00:00,2024-05-21 01:05:00,LONG,2427.31,2427.23,2427.23,2427.23,2427.47,2427.56,False,5.17,-8.0,-41.36,bullish,2024-05-20 23:55:00,sl_hit,ny_overlap,3864,3865,1
128,2024-05-21 01:05:00,2024-05-21 01:10:00,LONG,2429.54,2429.46,2429.46,2429.46,2429.7,2429.79,False,5.07,-8.0,-40.56,bullish,2024-05-21 01:00:00,sl_hit,ny_overlap,3865,3866,1
129,2024-05-21 01:25:00,2024-05-21 01:30:00,LONG,2430.22,2430.14,2430.14,2430.14,2430.38,2430.47,False,4.97,-8.0,-39.76,bullish,2024-05-21 01:20:00,sl_hit,ny_overlap,3869,3870,1
130,2024-05-21 01:50:00,2024-05-21 01:55:00,SHORT,2427.26,2427.34,2427.34,2427.34,2427.1,2427.01,False,4.87,-8.0,-38.96,bearish,2024-05-21 01:45:00,sl_hit,ny_overlap,3874,3875,1
131,2024-05-21 02:25:00,2024-05-21 02:30:00,SHORT,2426.69,2426.44,2426.77,2426.69,2426.53,2426.44,True,4.7700000000000005,25.0,119.25,bearish,2024-05-21 02:20:00,tp2_hit,ny_overlap,3881,3882,1
132,2024-05-21 02:30:00,2024-05-21 02:35:00,SHORT,2426.71,2426.46,2426.79,2426.71,2426.55,2426.46,True,5.07,25.0,126.75,bearish,2024-05-21 02:25:00,tp2_hit,ny_overlap,3882,3883,1
133,2024-05-21 21:05:00,2024-05-21 21:10:00,SHORT,2419.4,2419.48,2419.48,2419.48,2419.24,2419.15,False,5.39,-8.0,-43.12,bearish,2024-05-21 21:00:00,sl_hit,london_primary,4105,4106,1
134,2024-05-21 22:10:00,2024-05-21 22:15:00,LONG,2423.37,2423.29,2423.29,2423.29,2423.53,2423.62,False,5.28,-8.0,-42.24,bullish,2024-05-21 22:05:00,sl_hit,london_primary,4118,4119,1
135,2024-05-21 22:15:00,2024-05-21 22:20:00,LONG,2423.9,2423.82,2423.82,2423.82,2424.06,2424.15,False,5.17,-8.0,-41.36,bullish,2024-05-21 22:10:00,sl_hit,london_primary,4119,4120,1
136,2024-05-21 22:20:00,2024-05-21 22:25:00,LONG,2424.79,2424.71,2424.71,2424.71,2424.95,2425.04,False,5.07,-8.0,-40.56,bullish,2024-05-21 22:15:00,sl_hit,london_primary,4120,4121,1
137,2024-05-22 01:05:00,2024-05-22 01:10:00,LONG,2421.52,2421.44,2421.44,2421.44,2421.68,2421.77,False,4.97,-8.0,-39.76,bullish,2024-05-22 01:00:00,sl_hit,ny_overlap,4141,4142,1
138,2024-05-22 01:55:00,2024-05-22 02:00:00,LONG,2422.06,2421.98,2421.98,2421.98,2422.22,2422.31,False,4.87,-8.0,-38.96,bullish,2024-05-22 01:50:00,sl_hit,ny_overlap,4151,4152,1
139,2024-05-22 21:15:00,2024-05-22 21:20:00,SHORT,2385.06,2385.14,2385.14,2385.14,2384.9,2384.81,False,4.7700000000000005,-8.0,-38.16,bearish,2024-05-22 21:10:00,sl_hit,london_primary,4383,4384,1
140,2024-05-22 21:20:00,2024-05-22 21:25:00,SHORT,2383.8,2383.55,2383.88,2383.8,2383.64,2383.55,True,4.67,25.0,116.75,bearish,2024-05-22 21:15:00,tp2_hit,london_primary,4384,4385,1
141,2024-05-22 21:25:00,2024-05-22 21:30:00,SHORT,2379.36,2379.44,2379.44,2379.44,2379.2,2379.11,False,4.97,-8.0,-39.76,bearish,2024-05-22 21:20:00,sl_hit,london_primary,4385,4386,1
142,2024-05-22 22:40:00,2024-05-22 22:45:00,SHORT,2377.4,2377.48,2377.48,2377.48,2377.24,2377.15,False,4.87,-8.0,-38.96,bearish,2024-05-22 22:35:00,sl_hit,london_primary,4400,4401,1
143,2024-05-22 23:00:00,2024-05-22 23:05:00,LONG,2378.94,2378.86,2378.86,2378.86,2379.1,2379.19,False,4.7700000000000005,-8.0,-38.16,bullish,2024-05-22 22:55:00,sl_hit,london_primary,4404,4405,1
144,2024-05-23 01:45:00,2024-05-23 01:50:00,LONG,2381.1,2381.02,2381.02,2381.02,2381.26,2381.35,False,4.67,-8.0,-37.36,bullish,2024-05-23 01:40:00,sl_hit,ny_overlap,4425,4426,1
145,2024-05-23 02:25:00,2024-05-23 02:30:00,LONG,2381.93,2381.85,2381.85,2381.85,2382.09,2382.18,False,4.58,-8.0,-36.64,bullish,2024-05-23 02:20:00,sl_hit,ny_overlap,4433,4434,1
146,2024-05-23 21:00:00,2024-05-23 21:05:00,SHORT,2332.5,2332.58,2332.58,2332.58,2332.34,2332.25,False,4.49,-8.0,-35.92,bearish,2024-05-23 20:55:00,sl_hit,london_primary,4656,4657,1
147,2024-05-23 22:00:00,2024-05-23 22:05:00,SHORT,2333.46,2333.54,2333.54,2333.54,2333.3,2333.21,False,4.4,-8.0,-35.2,bearish,2024-05-23 21:55:00,sl_hit,london_primary,4668,4669,1
148,2024-05-23 22:50:00,2024-05-23 22:55:00,SHORT,2331.75,2331.83,2331.83,2331.83,2331.59,2331.5,False,4.3100000000000005,-8.0,-34.48,bearish,2024-05-23 22:45:00,sl_hit,london_primary,4678,4679,1
149,2024-05-24 01:00:00,2024-05-24 01:05:00,LONG,2329.43,2329.35,2329.35,2329.35,2329.59,2329.68,False,4.23,-8.0,-33.84,bullish,2024-05-23 23:55:00,sl_hit,ny_overlap,4692,4693,1
150,2024-05-24 01:05:00,2024-05-24 01:10:00,LONG,2329.18,2329.1,2329.1,2329.1,2329.34,2329.43,False,4.14,-8.0,-33.12,bullish,2024-05-24 01:00:00,sl_hit,ny_overlap,4693,4694,1
151,2024-05-24 01:20:00,2024-05-24 01:25:00,LONG,2331.79,2331.71,2331.71,2331.71,2331.95,2332.04,False,4.0600000000000005,-8.0,-32.48,bullish,2024-05-24 01:15:00,sl_hit,ny_overlap,4696,4697,1
152,2024-05-24 01:25:00,2024-05-24 01:30:00,LONG,2331.98,2331.9,2331.9,2331.9,2332.14,2332.23,False,3.98,-8.0,-31.84,bullish,2024-05-24 01:20:00,sl_hit,ny_overlap,4697,4698,1
153,2024-05-24 01:40:00,2024-05-24 01:45:00,SHORT,2330.61,2330.69,2330.69,2330.69,2330.45,2330.36,False,3.9,-8.0,-31.2,bearish,2024-05-24 01:35:00,sl_hit,ny_overlap,4700,4701,1
154,2024-05-24 02:40:00,2024-05-24 02:45:00,LONG,2332.65,2332.57,2332.57,2332.57,2332.81,2332.9,False,3.8200000000000003,-8.0,-30.56,bullish,2024-05-24 02:35:00,sl_hit,ny_overlap,4712,4713,1
