trade_id,entry_time,exit_time,direction,entry_price,exit_price,initial_sl,final_sl_at_exit,tp1,tp2,tp1_hit_status,position_size,pnl_pips,pnl_currency,fvg_type_entry,fvg_timestamp_entry,exit_reason,session,entry_candle_idx,exit_candle_idx,duration_candles
276,2024-06-12 01:40:00,2024-06-12 01:45:00,LONG,2317.02,2316.94,2316.94,2316.94,2317.18,2317.27,False,1.21,-8.0,-9.68,bullish,2024-06-12 01:35:00,sl_hit,ny_overlap,8258,8259,1
277,2024-06-12 01:45:00,2024-06-12 01:50:00,LONG,2317.12,2317.37,2317.04,2317.12,2317.28,2317.37,True,1.18,25.0,29.5,bullish,2024-06-12 01:40:00,tp2_hit,ny_overlap,8259,8260,1
278,2024-06-12 01:50:00,2024-06-12 01:55:00,LONG,2317.59,2317.51,2317.51,2317.51,2317.75,2317.84,False,1.26,-8.0,-10.08,bullish,2024-06-12 01:45:00,sl_hit,ny_overlap,8260,8261,1
279,2024-06-12 02:05:00,2024-06-12 02:10:00,SHORT,2316.0,2315.75,2316.08,2316.0,2315.84,2315.75,True,1.23,25.0,30.75,bearish,2024-06-12 02:00:00,tp2_hit,ny_overlap,8263,8264,1
280,2024-06-12 02:10:00,2024-06-12 02:15:00,SHORT,2315.27,2315.35,2315.35,2315.35,2315.11,2315.02,False,1.31,-8.0,-10.48,bearish,2024-06-12 02:05:00,sl_hit,ny_overlap,8264,8265,1
281,2024-06-12 02:15:00,2024-06-12 02:20:00,SHORT,2315.46,2315.54,2315.54,2315.54,2315.3,2315.21,False,1.28,-8.0,-10.24,bearish,2024-06-12 02:10:00,sl_hit,ny_overlap,8265,8266,1
282,2024-06-12 02:35:00,2024-06-12 02:40:00,SHORT,2314.41,2314.49,2314.49,2314.49,2314.25,2314.16,False,1.26,-8.0,-10.08,bearish,2024-06-12 02:30:00,sl_hit,ny_overlap,8269,8270,1
283,2024-06-12 02:40:00,2024-06-12 02:45:00,SHORT,2314.16,2314.24,2314.24,2314.24,2314.0,2313.91,False,1.23,-8.0,-9.84,bearish,2024-06-12 02:35:00,sl_hit,ny_overlap,8270,8271,1
284,2024-06-12 21:05:00,2024-06-12 21:10:00,SHORT,2327.33,2327.41,2327.41,2327.41,2327.17,2327.08,False,1.21,-8.0,-9.68,bearish,2024-06-12 21:00:00,sl_hit,london_primary,8491,8492,1
285,2024-06-12 21:45:00,2024-06-12 21:50:00,SHORT,2321.23,2321.31,2321.31,2321.31,2321.07,2320.98,False,1.18,-8.0,-9.44,bearish,2024-06-12 21:40:00,sl_hit,london_primary,8499,8500,1
286,2024-06-12 21:50:00,2024-06-12 21:55:00,SHORT,2321.42,2321.5,2321.5,2321.5,2321.26,2321.17,False,1.16,-8.0,-9.28,bearish,2024-06-12 21:45:00,sl_hit,london_primary,8500,8501,1
287,2024-06-12 22:25:00,2024-06-12 22:30:00,SHORT,2316.67,2316.75,2316.75,2316.75,2316.51,2316.42,False,1.1400000000000001,-8.0,-9.12,bearish,2024-06-12 22:20:00,sl_hit,london_primary,8507,8508,1
288,2024-06-12 22:40:00,2024-06-12 22:45:00,LONG,2319.29,2319.21,2319.21,2319.21,2319.45,2319.54,False,1.11,-8.0,-8.88,bullish,2024-06-12 22:35:00,sl_hit,london_primary,8510,8511,1
289,2024-06-12 23:00:00,2024-06-12 23:05:00,LONG,2320.75,2320.67,2320.67,2320.67,2320.91,2321.0,False,1.09,-8.0,-8.72,bullish,2024-06-12 22:55:00,sl_hit,london_primary,8514,8515,1
290,2024-06-13 01:10:00,2024-06-13 01:15:00,SHORT,2323.15,2323.23,2323.23,2323.23,2322.99,2322.9,False,1.07,-8.0,-8.56,bearish,2024-06-13 01:05:00,sl_hit,ny_overlap,8528,8529,1
291,2024-06-13 02:10:00,2024-06-13 02:15:00,SHORT,2320.92,2321.0,2321.0,2321.0,2320.76,2320.67,False,1.05,-8.0,-8.4,bearish,2024-06-13 02:05:00,sl_hit,ny_overlap,8540,8541,1
292,2024-06-13 02:40:00,2024-06-13 02:45:00,SHORT,2321.21,2321.29,2321.29,2321.29,2321.05,2320.96,False,1.03,-8.0,-8.24,bearish,2024-06-13 02:35:00,sl_hit,ny_overlap,8546,8547,1
293,2024-06-13 02:55:00,2024-06-13 03:00:00,SHORT,2320.6,2320.68,2320.68,2320.68,2320.44,2320.35,False,1.01,-8.0,-8.08,bearish,2024-06-13 02:50:00,sl_hit,ny_overlap,8549,8550,1
294,2024-06-13 21:05:00,2024-06-13 21:10:00,SHORT,2300.85,2300.93,2300.93,2300.93,2300.69,2300.6,False,0.99,-8.0,-7.92,bearish,2024-06-13 21:00:00,sl_hit,london_primary,8767,8768,1
295,2024-06-13 21:30:00,2024-06-13 21:35:00,LONG,2302.18,2302.1,2302.1,2302.1,2302.34,2302.43,False,0.97,-8.0,-7.76,bullish,2024-06-13 21:25:00,sl_hit,london_primary,8772,8773,1
296,2024-06-13 21:45:00,2024-06-13 21:50:00,LONG,2303.13,2303.05,2303.05,2303.05,2303.29,2303.38,False,0.9500000000000001,-8.0,-7.6,bullish,2024-06-13 21:40:00,sl_hit,london_primary,8775,8776,1
297,2024-06-13 22:35:00,2024-06-13 22:40:00,LONG,2304.48,2304.4,2304.4,2304.4,2304.64,2304.73,False,0.93,-8.0,-7.44,bullish,2024-06-13 22:30:00,sl_hit,london_primary,8785,8786,1
298,2024-06-13 22:55:00,2024-06-13 23:00:00,SHORT,2303.44,2303.52,2303.52,2303.52,2303.28,2303.19,False,0.91,-8.0,-7.28,bearish,2024-06-13 22:50:00,sl_hit,london_primary,8789,8790,1
299,2024-06-14 02:40:00,2024-06-14 02:45:00,SHORT,2302.32,2302.4,2302.4,2302.4,2302.16,2302.07,False,0.89,-8.0,-7.12,bearish,2024-06-14 02:25:00,sl_hit,ny_overlap,8822,8823,1
300,2024-06-14 21:00:00,2024-06-14 21:05:00,LONG,2333.95,2333.87,2333.87,2333.87,2334.11,2334.2,False,0.87,-8.0,-6.96,bullish,2024-06-14 20:55:00,sl_hit,london_primary,9042,9043,1
301,2024-06-14 21:50:00,2024-06-14 21:55:00,LONG,2334.98,2334.9,2334.9,2334.9,2335.14,2335.23,False,0.86,-8.0,-6.88,bullish,2024-06-14 21:45:00,sl_hit,london_primary,9052,9053,1
302,2024-06-14 22:05:00,2024-06-14 22:10:00,SHORT,2333.15,2333.23,2333.23,2333.23,2332.99,2332.9,False,0.84,-8.0,-6.72,bearish,2024-06-14 22:00:00,sl_hit,london_primary,9055,9056,1
303,2024-06-14 22:30:00,2024-06-14 22:35:00,LONG,2333.99,2334.24,2333.91,2333.99,2334.15,2334.24,True,0.8200000000000001,25.0,20.5,bullish,2024-06-14 22:25:00,tp2_hit,london_primary,9060,9061,1
304,2024-06-14 22:35:00,2024-06-14 22:40:00,LONG,2334.56,2334.48,2334.48,2334.48,2334.72,2334.81,False,0.87,-8.0,-6.96,bullish,2024-06-14 22:30:00,sl_hit,london_primary,9061,9062,1
305,2024-06-14 22:50:00,2024-06-14 22:55:00,SHORT,2332.75,2332.83,2332.83,2332.83,2332.59,2332.5,False,0.86,-8.0,-6.88,bearish,2024-06-14 22:45:00,sl_hit,london_primary,9064,9065,1
306,2024-06-17 01:05:00,2024-06-17 01:10:00,SHORT,2331.01,2331.09,2331.09,2331.09,2330.85,2330.76,False,0.84,-8.0,-6.72,bearish,2024-06-17 01:00:00,sl_hit,ny_overlap,9079,9080,1
307,2024-06-17 01:35:00,2024-06-17 01:40:00,SHORT,2328.9,2328.65,2328.98,2328.9,2328.74,2328.65,True,0.8200000000000001,25.0,20.5,bearish,2024-06-17 01:30:00,tp2_hit,ny_overlap,9085,9086,1
308,2024-06-17 01:40:00,2024-06-17 01:45:00,SHORT,2328.26,2328.34,2328.34,2328.34,2328.1,2328.01,False,0.87,-8.0,-6.96,bearish,2024-06-17 01:35:00,sl_hit,ny_overlap,9086,9087,1
309,2024-06-17 02:10:00,2024-06-17 02:15:00,SHORT,2328.42,2328.5,2328.5,2328.5,2328.26,2328.17,False,0.86,-8.0,-6.88,bearish,2024-06-17 02:05:00,sl_hit,ny_overlap,9092,9093,1
310,2024-06-17 02:25:00,2024-06-17 02:30:00,SHORT,2328.05,2328.13,2328.13,2328.13,2327.89,2327.8,False,0.84,-8.0,-6.72,bearish,2024-06-17 02:20:00,sl_hit,ny_overlap,9095,9096,1
311,2024-06-17 02:35:00,2024-06-17 02:40:00,LONG,2329.22,2329.14,2329.14,2329.14,2329.38,2329.47,False,0.8200000000000001,-8.0,-6.56,bullish,2024-06-17 02:30:00,sl_hit,ny_overlap,9097,9098,1
312,2024-06-17 21:40:00,2024-06-17 21:45:00,LONG,2318.73,2318.65,2318.65,2318.65,2318.89,2318.98,False,0.81,-8.0,-6.48,bullish,2024-06-17 21:35:00,sl_hit,london_primary,9326,9327,1
313,2024-06-17 21:45:00,2024-06-17 21:50:00,LONG,2318.96,2318.88,2318.88,2318.88,2319.12,2319.21,False,0.79,-8.0,-6.32,bullish,2024-06-17 21:40:00,sl_hit,london_primary,9327,9328,1
314,2024-06-18 01:05:00,2024-06-18 01:10:00,LONG,2320.09,2320.01,2320.01,2320.01,2320.25,2320.34,False,0.77,-8.0,-6.16,bullish,2024-06-18 01:00:00,sl_hit,ny_overlap,9355,9356,1
315,2024-06-18 02:10:00,2024-06-18 02:15:00,SHORT,2319.51,2319.59,2319.59,2319.59,2319.35,2319.26,False,0.76,-8.0,-6.08,bearish,2024-06-18 02:05:00,sl_hit,ny_overlap,9368,9369,1
316,2024-06-18 02:30:00,2024-06-18 02:35:00,LONG,2319.95,2319.87,2319.87,2319.87,2320.11,2320.2,False,0.74,-8.0,-5.92,bullish,2024-06-18 02:25:00,sl_hit,ny_overlap,9372,9373,1
317,2024-06-18 02:45:00,2024-06-18 02:50:00,LONG,2320.39,2320.31,2320.31,2320.31,2320.55,2320.64,False,0.73,-8.0,-5.84,bullish,2024-06-18 02:40:00,sl_hit,ny_overlap,9375,9376,1
318,2024-06-18 03:00:00,2024-06-18 03:05:00,LONG,2322.19,2322.11,2322.11,2322.11,2322.35,2322.44,False,0.71,-8.0,-5.68,bullish,2024-06-18 02:55:00,sl_hit,ny_overlap,9378,9379,1
319,2024-06-18 21:15:00,2024-06-18 21:20:00,SHORT,2328.39,2328.47,2328.47,2328.47,2328.23,2328.14,False,0.7000000000000001,-8.0,-5.6,bearish,2024-06-18 21:10:00,sl_hit,london_primary,9597,9598,1
320,2024-06-18 21:25:00,2024-06-18 21:30:00,LONG,2330.0,2329.92,2329.92,2329.92,2330.16,2330.25,False,0.6900000000000001,-8.0,-5.52,bullish,2024-06-18 21:20:00,sl_hit,london_primary,9599,9600,1
321,2024-06-18 22:05:00,2024-06-18 22:10:00,SHORT,2329.41,2329.49,2329.49,2329.49,2329.25,2329.16,False,0.67,-8.0,-5.36,bearish,2024-06-18 22:00:00,sl_hit,london_primary,9607,9608,1
322,2024-06-19 01:30:00,2024-06-19 01:35:00,SHORT,2327.53,2327.61,2327.61,2327.61,2327.37,2327.28,False,0.66,-8.0,-5.28,bearish,2024-06-19 01:25:00,sl_hit,ny_overlap,9636,9637,1
323,2024-06-19 02:05:00,2024-06-19 02:10:00,LONG,2329.22,2329.14,2329.14,2329.14,2329.38,2329.47,False,0.65,-8.0,-5.2,bullish,2024-06-19 02:00:00,sl_hit,ny_overlap,9643,9644,1
324,2024-06-19 02:10:00,2024-06-19 02:15:00,LONG,2329.22,2329.14,2329.14,2329.14,2329.38,2329.47,False,0.63,-8.0,-5.04,bullish,2024-06-19 02:05:00,sl_hit,ny_overlap,9644,9645,1
325,2024-06-19 02:20:00,2024-06-19 02:25:00,SHORT,2328.78,2328.86,2328.86,2328.86,2328.62,2328.53,False,0.62,-8.0,-4.96,bearish,2024-06-19 02:15:00,sl_hit,ny_overlap,9646,9647,1
326,2024-06-19 02:30:00,2024-06-19 02:35:00,LONG,2329.35,2329.27,2329.27,2329.27,2329.51,2329.6,False,0.61,-8.0,-4.88,bullish,2024-06-19 02:25:00,sl_hit,ny_overlap,9648,9649,1
327,2024-06-19 02:50:00,2024-06-19 02:55:00,SHORT,2328.76,2328.51,2328.84,2328.76,2328.6,2328.51,True,0.6,25.0,15.0,bearish,2024-06-19 02:45:00,tp2_hit,ny_overlap,9652,9653,1
328,2024-06-20 01:25:00,2024-06-20 01:30:00,LONG,2330.14,2330.06,2330.06,2330.06,2330.3,2330.39,False,0.63,-8.0,-5.04,bullish,2024-06-20 01:20:00,sl_hit,ny_overlap,9881,9882,1
329,2024-06-20 01:40:00,2024-06-20 01:45:00,SHORT,2329.37,2329.45,2329.45,2329.45,2329.21,2329.12,False,0.62,-8.0,-4.96,bearish,2024-06-20 01:35:00,sl_hit,ny_overlap,9884,9885,1
330,2024-06-20 02:05:00,2024-06-20 02:10:00,SHORT,2329.76,2329.51,2329.84,2329.76,2329.6,2329.51,True,0.61,25.0,15.25,bearish,2024-06-20 02:00:00,tp2_hit,ny_overlap,9889,9890,1
331,2024-06-20 21:00:00,2024-06-20 21:05:00,LONG,2358.81,2358.73,2358.73,2358.73,2358.97,2359.06,False,0.65,-8.0,-5.2,bullish,2024-06-20 20:55:00,sl_hit,london_primary,10116,10117,1
332,2024-06-20 21:05:00,2024-06-20 21:10:00,LONG,2357.94,2358.19,2357.86,2357.94,2358.1,2358.19,True,0.63,25.0,15.75,bullish,2024-06-20 21:00:00,tp2_hit,london_primary,10117,10118,1
333,2024-06-20 21:25:00,2024-06-20 21:30:00,LONG,2361.06,2360.98,2360.98,2360.98,2361.22,2361.31,False,0.67,-8.0,-5.36,bullish,2024-06-20 21:20:00,sl_hit,london_primary,10121,10122,1
334,2024-06-20 21:40:00,2024-06-20 21:45:00,SHORT,2359.1,2359.18,2359.18,2359.18,2358.94,2358.85,False,0.66,-8.0,-5.28,bearish,2024-06-20 21:35:00,sl_hit,london_primary,10124,10125,1
335,2024-06-20 22:15:00,2024-06-20 22:20:00,LONG,2359.69,2359.61,2359.61,2359.61,2359.85,2359.94,False,0.65,-8.0,-5.2,bullish,2024-06-20 22:10:00,sl_hit,london_primary,10131,10132,1
336,2024-06-20 22:25:00,2024-06-20 22:30:00,SHORT,2358.78,2358.86,2358.86,2358.86,2358.62,2358.53,False,0.63,-8.0,-5.04,bearish,2024-06-20 22:20:00,sl_hit,london_primary,10133,10134,1
337,2024-06-21 01:10:00,2024-06-21 01:15:00,SHORT,2358.94,2359.02,2359.02,2359.02,2358.78,2358.69,False,0.62,-8.0,-4.96,bearish,2024-06-21 01:05:00,sl_hit,ny_overlap,10154,10155,1
338,2024-06-21 01:30:00,2024-06-21 01:35:00,LONG,2360.0,2359.92,2359.92,2359.92,2360.16,2360.25,False,0.61,-8.0,-4.88,bullish,2024-06-21 01:25:00,sl_hit,ny_overlap,10158,10159,1
339,2024-06-21 01:40:00,2024-06-21 01:45:00,SHORT,2358.76,2358.84,2358.84,2358.84,2358.6,2358.51,False,0.6,-8.0,-4.8,bearish,2024-06-21 01:35:00,sl_hit,ny_overlap,10160,10161,1
340,2024-06-21 02:05:00,2024-06-21 02:10:00,LONG,2359.92,2359.84,2359.84,2359.84,2360.08,2360.17,False,0.58,-8.0,-4.64,bullish,2024-06-21 02:00:00,sl_hit,ny_overlap,10165,10166,1
341,2024-06-21 02:10:00,2024-06-21 02:15:00,LONG,2360.13,2360.05,2360.05,2360.05,2360.29,2360.38,False,0.5700000000000001,-8.0,-4.56,bullish,2024-06-21 02:05:00,sl_hit,ny_overlap,10166,10167,1
342,2024-06-21 02:30:00,2024-06-21 02:35:00,SHORT,2359.38,2359.46,2359.46,2359.46,2359.22,2359.13,False,0.56,-8.0,-4.48,bearish,2024-06-21 02:25:00,sl_hit,ny_overlap,10170,10171,1
343,2024-06-21 03:00:00,2024-06-21 03:05:00,LONG,2361.27,2361.19,2361.19,2361.19,2361.43,2361.52,False,0.55,-8.0,-4.4,bullish,2024-06-21 02:55:00,sl_hit,ny_overlap,10176,10177,1
344,2024-06-21 21:25:00,2024-06-21 21:30:00,LONG,2321.77,2321.69,2321.69,2321.69,2321.93,2322.02,False,0.54,-8.0,-4.32,bullish,2024-06-21 21:20:00,sl_hit,london_primary,10397,10398,1
345,2024-06-21 21:30:00,2024-06-21 21:35:00,LONG,2321.81,2321.73,2321.73,2321.73,2321.97,2322.06,False,0.53,-8.0,-4.24,bullish,2024-06-21 21:25:00,sl_hit,london_primary,10398,10399,1
346,2024-06-24 02:00:00,2024-06-24 02:05:00,SHORT,2321.3,2321.05,2321.38,2321.3,2321.14,2321.05,True,0.52,25.0,13.0,bearish,2024-06-24 01:55:00,tp2_hit,ny_overlap,10440,10441,1
347,2024-06-24 02:35:00,2024-06-24 02:40:00,SHORT,2319.79,2319.87,2319.87,2319.87,2319.63,2319.54,False,0.55,-8.0,-4.4,bearish,2024-06-24 02:30:00,sl_hit,ny_overlap,10447,10448,1
348,2024-06-24 02:50:00,2024-06-24 02:55:00,SHORT,2317.81,2317.89,2317.89,2317.89,2317.65,2317.56,False,0.54,-8.0,-4.32,bearish,2024-06-24 02:45:00,sl_hit,ny_overlap,10450,10451,1
349,2024-06-24 21:05:00,2024-06-24 21:10:00,LONG,2333.34,2333.26,2333.26,2333.26,2333.5,2333.59,False,0.53,-8.0,-4.24,bullish,2024-06-24 21:00:00,sl_hit,london_primary,10669,10670,1
350,2024-06-24 22:40:00,2024-06-24 22:45:00,LONG,2332.83,2332.75,2332.75,2332.75,2332.99,2333.08,False,0.52,-8.0,-4.16,bullish,2024-06-24 22:35:00,sl_hit,london_primary,10688,10689,1
351,2024-06-25 01:20:00,2024-06-25 01:25:00,SHORT,2333.09,2333.17,2333.17,2333.17,2332.93,2332.84,False,0.51,-8.0,-4.08,bearish,2024-06-25 01:15:00,sl_hit,ny_overlap,10708,10709,1
352,2024-06-25 01:35:00,2024-06-25 01:40:00,SHORT,2332.82,2332.9,2332.9,2332.9,2332.66,2332.57,False,0.5,-8.0,-4.0,bearish,2024-06-25 01:30:00,sl_hit,ny_overlap,10711,10712,1
353,2024-06-25 01:45:00,2024-06-25 01:55:00,SHORT,2332.48,2332.23,2332.56,2332.48,2332.32,2332.23,True,0.49,25.0,12.25,bearish,2024-06-25 01:40:00,tp2_hit,ny_overlap,10713,10715,2
354,2024-06-25 02:00:00,2024-06-25 02:05:00,SHORT,2331.37,2331.45,2331.45,2331.45,2331.21,2331.12,False,0.52,-8.0,-4.16,bearish,2024-06-25 01:55:00,sl_hit,ny_overlap,10716,10717,1
355,2024-06-25 02:10:00,2024-06-25 02:15:00,SHORT,2330.48,2330.56,2330.56,2330.56,2330.32,2330.23,False,0.51,-8.0,-4.08,bearish,2024-06-25 02:05:00,sl_hit,ny_overlap,10718,10719,1
356,2024-06-25 21:35:00,2024-06-25 21:40:00,LONG,2319.33,2319.25,2319.25,2319.25,2319.49,2319.58,False,0.5,-8.0,-4.0,bullish,2024-06-25 21:30:00,sl_hit,london_primary,10951,10952,1
357,2024-06-26 01:05:00,2024-06-26 01:10:00,LONG,2320.54,2320.46,2320.46,2320.46,2320.7,2320.79,False,0.49,-8.0,-3.92,bullish,2024-06-26 01:00:00,sl_hit,ny_overlap,10981,10982,1
358,2024-06-26 01:45:00,2024-06-26 01:50:00,SHORT,2319.28,2319.36,2319.36,2319.36,2319.12,2319.03,False,0.48,-8.0,-3.84,bearish,2024-06-26 01:40:00,sl_hit,ny_overlap,10989,10990,1
359,2024-06-26 01:55:00,2024-06-26 02:00:00,LONG,2320.72,2320.97,2320.64,2320.72,2320.88,2320.97,True,0.47000000000000003,25.0,11.75,bullish,2024-06-26 01:50:00,tp2_hit,ny_overlap,10991,10992,1
360,2024-06-26 02:00:00,2024-06-26 02:05:00,LONG,2321.22,2321.14,2321.14,2321.14,2321.38,2321.47,False,0.5,-8.0,-4.0,bullish,2024-06-26 01:55:00,sl_hit,ny_overlap,10992,10993,1
361,2024-06-26 02:25:00,2024-06-26 02:35:00,SHORT,2319.16,2319.24,2319.24,2319.24,2319.0,2318.91,False,0.49,-8.0,-3.92,bearish,2024-06-26 02:15:00,sl_hit,ny_overlap,10997,10999,2
362,2024-06-26 02:45:00,2024-06-26 02:50:00,LONG,2319.96,2319.88,2319.88,2319.88,2320.12,2320.21,False,0.48,-8.0,-3.84,bullish,2024-06-26 02:35:00,sl_hit,ny_overlap,11001,11002,1
363,2024-06-26 21:15:00,2024-06-26 21:20:00,SHORT,2300.21,2300.29,2300.29,2300.29,2300.05,2299.96,False,0.47000000000000003,-8.0,-3.76,bearish,2024-06-26 21:10:00,sl_hit,london_primary,11223,11224,1
364,2024-06-26 21:40:00,2024-06-26 21:45:00,SHORT,2298.9,2298.98,2298.98,2298.98,2298.74,2298.65,False,0.46,-8.0,-3.68,bearish,2024-06-26 21:35:00,sl_hit,london_primary,11228,11229,1
365,2024-06-26 22:10:00,2024-06-26 22:15:00,SHORT,2297.65,2297.73,2297.73,2297.73,2297.49,2297.4,False,0.45,-8.0,-3.6,bearish,2024-06-26 22:05:00,sl_hit,london_primary,11234,11235,1
366,2024-06-27 01:35:00,2024-06-27 01:45:00,SHORT,2298.41,2298.41,2298.49,2298.41,2298.25,2298.16,True,0.44,-0.0,-0.0,bearish,2024-06-27 01:30:00,sl_hit,ny_overlap,11263,11265,2
367,2024-06-27 21:05:00,2024-06-27 21:10:00,SHORT,2324.0,2324.08,2324.08,2324.08,2323.84,2323.75,False,0.44,-8.0,-3.52,bearish,2024-06-27 21:00:00,sl_hit,london_primary,11497,11498,1
368,2024-06-27 21:55:00,2024-06-27 22:00:00,LONG,2326.33,2326.25,2326.25,2326.25,2326.49,2326.58,False,0.43,-8.0,-3.44,bullish,2024-06-27 21:50:00,sl_hit,london_primary,11507,11508,1
369,2024-06-27 22:05:00,2024-06-27 22:10:00,LONG,2326.65,2326.57,2326.57,2326.57,2326.81,2326.9,False,0.42,-8.0,-3.36,bullish,2024-06-27 22:00:00,sl_hit,london_primary,11509,11510,1
370,2024-06-28 01:05:00,2024-06-28 01:10:00,SHORT,2326.66,2326.74,2326.74,2326.74,2326.5,2326.41,False,0.41000000000000003,-8.0,-3.28,bearish,2024-06-28 01:00:00,sl_hit,ny_overlap,11533,11534,1
371,2024-06-28 01:10:00,2024-06-28 01:15:00,SHORT,2326.17,2326.25,2326.25,2326.25,2326.01,2325.92,False,0.41000000000000003,-8.0,-3.28,bearish,2024-06-28 01:05:00,sl_hit,ny_overlap,11534,11535,1
372,2024-06-28 01:25:00,2024-06-28 01:30:00,LONG,2326.59,2326.51,2326.51,2326.51,2326.75,2326.84,False,0.4,-8.0,-3.2,bullish,2024-06-28 01:20:00,sl_hit,ny_overlap,11537,11538,1
373,2024-06-28 01:50:00,2024-06-28 01:55:00,LONG,2327.31,2327.23,2327.23,2327.23,2327.47,2327.56,False,0.39,-8.0,-3.12,bullish,2024-06-28 01:45:00,sl_hit,ny_overlap,11542,11543,1
374,2024-06-28 02:20:00,2024-06-28 02:25:00,LONG,2327.38,2327.3,2327.3,2327.3,2327.54,2327.63,False,0.38,-8.0,-3.04,bullish,2024-06-28 02:15:00,sl_hit,ny_overlap,11548,11549,1
375,2024-06-28 21:30:00,2024-06-28 21:35:00,SHORT,2326.12,2326.2,2326.2,2326.2,2325.96,2325.87,False,0.37,-8.0,-2.96,bearish,2024-06-28 21:25:00,sl_hit,london_primary,11778,11779,1
376,2024-06-28 21:35:00,2024-06-28 21:40:00,SHORT,2326.35,2326.43,2326.43,2326.43,2326.19,2326.1,False,0.37,-8.0,-2.96,bearish,2024-06-28 21:30:00,sl_hit,london_primary,11779,11780,1
377,2024-06-28 22:20:00,2024-06-28 22:25:00,SHORT,2324.63,2324.71,2324.71,2324.71,2324.47,2324.38,False,0.36,-8.0,-2.88,bearish,2024-06-28 22:15:00,sl_hit,london_primary,11788,11789,1
378,2024-06-28 22:45:00,2024-06-28 22:50:00,LONG,2325.14,2325.39,2325.06,2327.76,2325.3,2325.39,True,0.35000000000000003,25.0,8.75,bullish,2024-06-28 22:40:00,tp2_hit,london_primary,11793,11794,1
379,2024-06-28 22:50:00,2024-06-28 22:55:00,LONG,2325.94,2325.86,2325.86,2325.86,2326.1,2326.19,False,0.37,-8.0,-2.96,bullish,2024-06-28 22:45:00,sl_hit,london_primary,11794,11795,1
380,2024-06-28 23:00:00,2024-06-28 23:05:00,SHORT,2324.17,2324.25,2324.25,2324.25,2324.01,2323.92,False,0.37,-8.0,-2.96,bearish,2024-06-28 22:55:00,sl_hit,london_primary,11796,11797,1
