trade_num_daily,entry_time,entry_price,trade_type,lot_size,sl_price,tp1_price,tp2_price,sl_pips,status,tp1_hit,reason,entry_index,exit_time,exit_price,pips,profit,exit_reason,balance_after,closed_lot_size
4,2024-01-25 21:25:00,2017.05,buy,0.02,2016.35,2018.45,2019.55,7.0,closed_partial,False,Continuous FVG bearish Fail (Confirmed),4908,2024-01-25 22:00:00,2018.45,14.00000000000091,1.400000000000091,TP1 Hit (Partial),31.4099999999994,0.01
4,2024-01-25 21:25:00,2017.05,buy,0.01,2017.05,2018.45,2019.55,7.0,closed_full,True,Continuous FVG bearish Fail (Confirmed),4908,2024-01-25 22:15:00,2017.05,0.0,0.0,SL Hit,31.4099999999994,0.01
1,2024-01-26 21:30:00,2016.31,sell,0.02,2017.01,2014.9099999999999,2013.81,7.0,closed_full,False,Setup FVG bullish Fail (Confirmed),5185,2024-01-26 21:40:00,2017.01,-7.000000000000455,-1.400000000000091,SL Hit,30.00999999999931,0.02
2,2024-01-26 21:40:00,2016.83,buy,0.02,2016.1299999999999,2018.23,2019.33,7.0,closed_full,False,Continuous FVG bearish Fail (Confirmed),5187,2024-01-26 21:45:00,2017.72,8.900000000001,1.7800000000002,Confirmed Reversal,31.78999999999951,0.02
3,2024-01-26 21:45:00,2017.49,sell,0.02,2017.59,2017.29,2014.99,1.0,closed_full,False,Reversal after 2 FVG fails,5188,2024-01-26 21:50:00,2017.59,-0.9999999999990905,-0.1999999999998181,SL Hit,31.58999999999969,0.02
4,2024-01-26 21:50:00,2017.72,sell,0.02,2018.03,2017.1000000000001,2015.22,3.0999999999994543,closed_partial,False,Continuous FVG bullish Fail (Confirmed),5189,2024-01-26 21:55:00,2017.1000000000001,6.199999999998909,0.6199999999998909,TP1 Hit (Partial),32.20999999999958,0.01
4,2024-01-26 21:50:00,2017.72,sell,0.01,2017.72,2017.1000000000001,2015.22,3.0999999999994543,closed_full,True,Continuous FVG bullish Fail (Confirmed),5189,2024-01-26 22:15:00,2017.72,0.0,0.0,SL Hit,32.20999999999958,0.01
1,2024-01-29 21:10:00,2026.99,buy,0.02,2026.29,2028.39,2029.49,7.0,closed_full,False,Setup FVG bearish Fail (Confirmed),5457,2024-01-29 21:15:00,2026.29,-7.000000000000455,-1.400000000000091,SL Hit,30.80999999999949,0.02
2,2024-01-29 21:15:00,2026.87,buy,0.02,2026.1699999999998,2028.27,2029.37,7.0,closed_full,False,Continuous FVG bearish Fail (Confirmed),5458,2024-01-29 21:20:00,2026.1699999999998,-7.000000000000455,-1.400000000000091,SL Hit,29.4099999999994,0.02
3,2024-01-29 21:20:00,2026.58,buy,0.02,2025.8799999999999,2027.98,2029.08,7.0,closed_full,False,Continuous FVG bearish Fail (Confirmed),5459,2024-01-29 21:25:00,2025.8799999999999,-7.000000000000455,-1.400000000000091,SL Hit,28.00999999999931,0.02
4,2024-01-29 21:25:00,2025.97,buy,0.02,2025.27,2027.3700000000001,2028.47,7.0,closed_partial,False,Continuous FVG bearish Fail (Confirmed),5460,2024-01-29 21:55:00,2027.3700000000001,14.00000000000091,1.400000000000091,TP1 Hit (Partial),29.4099999999994,0.01
4,2024-01-29 21:25:00,2025.97,buy,0.01,2025.97,2027.3700000000001,2028.47,7.0,closed_full,True,Continuous FVG bearish Fail (Confirmed),5460,2024-01-29 22:00:00,2028.47,25.0,2.5,TP2 Hit,31.9099999999994,0.01
1,2024-01-31 21:45:00,2048.9,buy,0.02,2048.2000000000003,2050.3,2051.4,7.0,closed_full,False,Setup FVG bearish Fail (Confirmed),6016,2024-01-31 21:50:00,2048.2000000000003,-6.999999999998181,-1.3999999999996362,SL Hit,30.509999999999764,0.02
2,2024-01-31 21:50:00,2047.69,buy,0.02,2046.99,2049.09,2050.19,7.0,closed_full,False,Continuous FVG bearish Fail (Confirmed),6017,2024-01-31 21:55:00,2046.99,-7.000000000000455,-1.400000000000091,SL Hit,29.109999999999673,0.02
3,2024-01-31 21:55:00,2047.71,buy,0.02,2047.01,2049.11,2050.21,7.0,closed_full,False,Continuous FVG bearish Fail (Confirmed),6018,2024-01-31 22:00:00,2047.01,-7.000000000000455,-1.400000000000091,SL Hit,27.70999999999958,0.02
4,2024-01-31 22:00:00,2044.86,buy,0.02,2044.1599999999999,2046.26,2047.36,7.0,closed_full,False,Continuous FVG bearish Fail (Confirmed),6019,2024-01-31 22:05:00,2044.1599999999999,-7.000000000000455,-1.400000000000091,SL Hit,26.30999999999949,0.02
